intersect	slope	p	BH	func	func_type	dataset
-7.80109764276252e-05	0.0235896563211136	0.0127991025295625	0.0305022268809297	K09994	kos	ERP012177 | CRC
-7.51678884123268e-05	0.034792715125893	0.000559116245029807	0.00202679638823305	K09996	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09997	kos	ERP012177 | CRC
-0.000144905616826401	0.0582803530134702	7.9812960741999e-06	6.26663351618925e-05	K09998	kos	ERP012177 | CRC
-0.00016298803813895	0.0733743023069675	7.49998720319824e-09	6.69229627362305e-07	K09999	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K10000	kos	ERP012177 | CRC
-7.51435505840583e-05	0.0335666676970711	0.000928438407406862	0.00314944257457049	K10001	kos	ERP012177 | CRC
-0.00011695529941278	0.0350401790442712	0.000716664451395497	0.00251537296102504	K10002	kos	ERP012177 | CRC
-0.00011695529941278	0.0350401790442712	0.000716664451395497	0.00251537296102504	K10003	kos	ERP012177 | CRC
-0.000112099178481481	0.0300874495467457	0.000348413470939955	0.00133606488029867	K10004	kos	ERP012177 | CRC
-7.49035014467098e-05	-0.021804207783171	0.008982573733619	0.0225658592983174	K10005	kos	ERP012177 | CRC
2.48855460327439e-05	-0.0356240344183717	1.87838232638715e-07	7.1440114708495e-06	K10006	kos	ERP012177 | CRC
2.48855460327439e-05	-0.0356240344183717	1.87838232638715e-07	7.1440114708495e-06	K10007	kos	ERP012177 | CRC
2.31184078282238e-05	-0.0348740596876781	2.54415536562994e-07	9.08067761270992e-06	K10008	kos	ERP012177 | CRC
